? ì§œ,WTI,Brent,Dubai,¸Þ¹Ð Æò±Õ°ª,
2013-09-04,110.52,114.91,107.23,"2,400",
2013-09-05,110.14,115.26,108.37,"2,400",
2013-09-06,110.31,116.12,110.53,"2,400",
2013-09-09,110.76,113.72,109.52,"2,400",
2013-09-10,109.18,111.25,107.39,"2,400",
2013-09-11,108.62,111.5,107.56,"2,400",
2013-09-12,109.19,112.63,108.6,"2,400",
2013-09-13,109.51,112.78,108.21,"2,400",
2013-09-16,109.26,110.07,106.59,"2,400",
2013-09-17,107.91,108.19,105.42,"2,400",
2013-09-23,105.74,108.16,103.59,"2,400",
2013-09-24,104.71,108.64,103.13,"2,400",
2013-09-25,105.36,108.32,102.66,"2,400",
2013-09-26,104.85,109.21,103.03,"2,400",
2013-09-27,105.11,108.63,102.87,"2,400",
2013-09-30,103.58,108.37,102.33,"2,400",
2013-10-01,103.41,107.94,102.04,"2,400",
2013-10-02,103.54,109.19,104.1,"2,400",
2013-10-04,104.99,109.46,103.84,"2,400",
2013-10-07,104.3,109.68,103.03,"2,400",
2013-10-08,105.56,110.16,103.49,"2,400",
2013-10-10,105.88,111.8,103.01,"2,400",
2013-10-11,107.08,111.28,102.02,"2,400",
2013-10-14,107.56,111.04,102.41,"2,400",
2013-10-15,,109.96,101.21,"2,400",
2013-10-16,106.49,110.86,102.29,"2,400",
2013-10-17,106.74,109.11,100.67,"2,400",
2013-10-18,105.82,109.94,100.81,"2,400",
2013-10-21,105.3,109.64,99.22,"2,400",
2013-10-22,106.59,109.97,97.8,"2,400",
2013-10-23,106.15,107.8,96.86,"2,400",
2013-10-24,105.18,106.99,97.11,"2,400",
2013-10-25,104.47,106.93,97.85,"2,400",
2013-10-28,104.76,109.61,98.68,"2,400",
2013-10-29,105.93,109.01,98.2,"2,400",
2013-10-30,105.78,109.86,96.77,"2,400",
2013-10-31,106.5,108.84,96.38,"2,400",
2013-11-01,105.85,105.91,94.61,"2,400",
2013-11-04,103.99,106.23,94.62,"2,400",
2013-11-05,104.91,105.33,93.37,"2,400",
2013-11-06,104.62,105.24,94.8,"2,400",
2013-11-07,102.46,103.46,94.2,"2,400",
2013-11-08,102.43,105.12,94.6,"2,400",
2013-11-11,103.03,106.4,95.14,"2,360",
2013-11-12,103.46,105.81,93.04,"2,360",
2013-11-13,103.14,107.12,93.88,"2,360",
2013-11-14,104.47,108.54,93.76,"2,360",
2013-11-15,105.06,108.5,93.84,"2,360",
2013-11-18,106.09,108.47,93.03,"2,360",
2013-11-19,106.06,106.92,93.34,"2,360",
2013-11-20,105.14,108.06,93.33,"2,360",
2013-11-21,105.77,110.08,95.44,"2,360",
2013-11-22,107.44,111.05,94.84,"2,360",
2013-11-25,106.77,111,94.09,"2,360",
2013-11-26,108.56,110.88,93.68,"2,360",
2013-11-27,108.67,111.31,92.3,"2,360",
2013-11-28,108.78,110.86,,"2,420",
2013-11-29,108.68,109.69,92.72,"2,420",
2013-12-02,107.34,111.45,93.82,"2,420",
2013-12-03,108.26,112.62,96.04,"2,420",
2013-12-04,108.95,111.88,97.2,"2,420",
2013-12-05,108.34,110.98,97.38,"2,420",
2013-12-06,108.17,111.61,97.65,"2,420",
2013-12-09,107.93,109.39,97.34,"2,420",
2013-12-10,106.53,109.38,98.51,"2,420",
2013-12-11,106.42,109.7,97.44,"2,420",
2013-12-12,106.94,108.67,97.5,"2,420",
2013-12-13,105.71,108.83,96.6,"2,420",
2013-12-16,106.13,110.47,97.48,"2,420",
2013-12-17,105.93,108.44,97.22,"2,420",
2013-12-18,105.65,109.63,97.8,"2,420",
2013-12-19,106.34,110.29,98.77,"2,420",
2013-12-20,107.09,111.77,99.32,"2,420",
2013-12-23,108.48,111.56,98.91,"2,420",
2013-12-24,108.47,111.9,99.22,"2,420",
2013-12-26,108.5,111.98,99.55,"2,420",
2013-12-27,108.86,112.18,100.32,"2,420",
2013-12-30,108.77,111.21,99.29,"2,420",
2013-12-31,107.88,110.8,98.42,"2,420",
2014-01-02,107.79,107.78,95.44,"2,420",
2014-01-03,105.22,106.89,93.96,"2,420",
2014-01-06,104.29,106.73,93.43,"2,420",
2014-01-07,104.11,107.35,93.67,"2,420",
2014-01-08,104.14,107.15,92.33,"2,420",
2014-01-09,104.06,106.39,91.66,"2,420",
2014-01-10,103.99,107.25,92.72,"2,420",
2014-01-13,103.51,106.75,91.8,"2,420",
2014-01-14,103.21,106.39,92.59,"2,420",
2014-01-15,102.61,107.13,94.17,"2,420",
2014-01-16,103.01,107.09,93.96,"2,420",
2014-01-17,102.81,106.48,94.37,"2,420",
2014-01-20,103.28,106.35,,"2,420",
2014-01-21,103.73,106.73,94.99,"2,420",
2014-01-22,103.94,108.27,96.73,"2,420",
2014-01-23,104.63,107.58,97.32,"2,420",
2014-01-24,104.13,107.88,96.64,"2,420",
2014-01-27,104.29,106.69,95.72,"2,420",
2014-01-28,103.82,107.41,97.41,"2,420",
2014-01-29,103.78,107.85,97.36,"2,420",
2014-02-03,102.26,106.04,96.43,"2,420",
2014-02-04,101.98,105.78,97.19,"2,420",
2014-02-05,102.19,106.25,97.38,"2,420",
2014-02-06,102.58,107.19,97.84,"2,420",
2014-02-07,103.35,109.57,99.88,"2,420",
2014-02-10,105.13,108.63,100.06,"2,420",
2014-02-11,104.98,108.68,99.94,"2,420",
2014-02-12,105.19,108.79,100.37,"2,420",
2014-02-13,104.81,108.73,100.35,"2,420",
2014-02-14,105.08,109.08,100.3,"2,420",
2014-02-17,106.25,109.18,,"2,420",
2014-02-18,106.73,110.46,102.43,"2,420",
2014-02-19,106.84,110.47,103.31,"2,420",
2014-02-20,106.52,110.3,102.92,"2,420",
2014-02-21,106.57,109.85,102.2,"2,420",
2014-02-24,106.26,110.64,102.82,"2,420",
2014-02-25,106.34,109.51,101.83,"2,420",
2014-02-26,105.65,109.52,102.59,"2,420",
2014-02-27,105.55,108.96,102.4,"2,420",
2014-02-28,105.39,109.07,102.59,"2,420",
2014-03-03,107.25,111.2,104.92,"2,420",
2014-03-04,106.06,109.3,103.33,"2,420",
2014-03-05,105.34,107.76,101.45,"2,420",
2014-03-06,103.94,108.1,101.56,"2,460",
2014-03-07,104.31,109,102.58,"2,460",
2014-03-10,104.26,108.08,101.12,"2,460",
2014-03-11,104.21,108.55,100.03,"2,460",
2014-03-12,103.79,108.02,97.99,"2,460",
2014-03-13,104.14,107.39,98.2,"2,460",
2014-03-14,103.96,108.57,98.89,"2,460",
2014-03-17,104.66,106.24,98.08,"2,460",
2014-03-18,103.46,106.79,99.7,"2,460",
2014-03-19,103.4,105.85,100.37,"2,460",
2014-03-20,103.47,106.45,99.43,"2,460",
2014-03-21,104.2,106.92,99.46,"2,460",
2014-03-24,103.66,106.81,99.6,"2,460",
2014-03-25,104.01,106.99,99.19,"2,460",
2014-03-26,104.29,107.03,100.26,"2,460",
2014-03-27,104.04,107.83,101.28,"2,460",
2014-03-28,104.58,,101.67,"2,460",
2014-03-31,104.44,107.76,101.58,"2,460",
2014-04-01,104.11,105.62,99.74,"2,460",
2014-04-02,102.44,104.79,99.62,"2,460",
2014-04-03,101.29,106.15,100.29,"2,460",
2014-04-04,103.04,106.72,101.14,"2,460",
2014-04-07,102.36,105.82,100.44,"2,460",
2014-04-08,103.16,107.67,102.56,"2,460",
2014-04-09,104.09,107.98,103.6,"2,460",
2014-04-10,104.56,107.46,103.4,"2,460",
2014-04-11,104.13,107.33,103.74,"2,460",
2014-04-14,105.16,109.07,104.05,"2,460",
2014-04-15,105.36,108.74,103.75,"2,460",
2014-04-16,106.4,109.6,103.76,"2,460",
2014-04-17,105.84,109.53,104.3,"2,460",
,,,,"2,460",
2014-04-21,105.76,109.95,104.37,"2,460",
2014-04-22,106.31,109.27,102.13,"2,460",
2014-04-23,105.87,109.11,101.44,"2,460",
2014-04-24,105.74,110.33,101.94,"2,460",
2014-04-25,106.38,109.58,100.6,"2,460",
2014-04-28,106.02,108.12,100.84,"2,460",
2014-04-29,104.78,108.98,101.28,"2,460",
2014-04-30,104.49,108.07,99.74,"2,460",
2014-05-02,104.39,108.59,99.76,"2,460",
2014-05-07,103.59,108.13,100.77,"2,460",
2014-05-08,104.09,108.04,100.26,"2,460",
2014-05-09,104.99,107.89,99.99,"2,460",
2014-05-12,104.46,108.41,100.59,"2,460",
2014-05-13,,109.24,101.7,"2,460",
2014-05-14,105.67,110.19,102.37,"2,460",
2014-05-15,105.78,110.44,101.5,"2,460",
2014-05-16,105.07,109.75,102.02,"2,460",
2014-05-19,106.56,109.37,102.61,"2,460",
2014-05-20,106.12,109.69,102.44,"2,460",
2014-05-21,106.59,110.55,104.07,"2,460",
2014-05-22,106.94,110.36,103.74,"2,460",
2014-05-23,106.84,110.54,104.35,"2,460",
2014-05-26,106.66,110.32,,"2,460",
2014-05-27,106.81,110.02,104.11,"2,460",
2014-05-28,106.59,109.81,102.72,"2,460",
2014-05-29,106.33,109.97,103.58,"2,460",
2014-05-30,106.28,109.41,102.71,"2,460",
2014-06-02,105.6,108.83,102.47,"2,460",
2014-06-03,104.85,108.82,102.66,"2,460",
2014-06-05,104.28,108.79,102.48,"2,460",
2014-06-09,105.14,109.99,104.41,"2,460",
2014-06-10,105.16,109.52,104.35,"2,460",
2014-06-11,105.37,109.95,104.4,"2,460",
2014-06-12,106.96,113.02,106.53,"2,460",
2014-06-13,109.51,113.41,106.91,"2,460",
2014-06-16,109.27,112.94,106.9,"2,460",
2014-06-17,108.76,113.45,106.36,"2,460",
2014-06-18,109.94,114.26,105.97,"2,460",
2014-06-19,110.46,115.06,106.43,"2,460",
2014-06-20,110.74,114.81,107.26,"2,460",
2014-06-23,111.23,114.12,106.17,"2,460",
2014-06-24,109.76,114.46,106.03,"2,460",
2014-06-25,110.05,114,106.5,"2,460",
2014-06-26,109.89,113.21,105.84,"2,460",
2014-06-27,109.68,113.3,105.74,"2,460",
2014-06-30,109.29,112.36,105.37,"2,460",
2014-07-01,109.18,112.29,105.34,"2,460",
2014-07-02,109.16,111.24,104.48,"2,460",
2014-07-03,107.72,111,104.06,"2,460",
2014-07-04,107.95,110.64,,"2,460",
2014-07-07,107.15,110.24,103.53,"2,460",
2014-07-08,106.94,108.94,103.4,"2,460",
2014-07-09,106.11,108.28,102.29,"2,460",
2014-07-10,105.67,108.67,102.93,"2,560",
2014-07-11,106.03,106.66,100.83,"2,660",
2014-07-14,104.76,106.98,100.91,"2,660",
2014-07-15,104.49,106.02,99.96,"2,660",
2014-07-16,105.06,105.85,101.2,"2,660",
2014-07-17,104.96,107.89,103.19,"2,660",
2014-07-18,105.71,107.24,103.13,"2,660",
2014-07-21,105.17,107.68,104.59,"2,700",
2014-07-22,105.53,107.33,104.42,"2,700",
2014-07-23,105.33,108.03,103.12,"2,700",
2014-07-24,105.79,107.07,102.07,"2,700",
2014-07-25,105.15,108.39,102.09,"2,700",
2014-07-28,,107.57,101.67,"2,700",
2014-07-29,105.84,107.72,100.97,"2,700",
2014-07-30,105.98,106.51,100.27,"2,700",
2014-07-31,105.23,106.02,98.17,"2,740",
2014-08-04,103.15,105.41,98.29,"2,740",
2014-08-05,103.81,104.61,97.38,"2,740",
2014-08-06,102.87,104.59,96.92,"2,740",
2014-08-07,103,105.44,97.34,"2,740",
2014-08-08,103.85,105.02,97.65,"2,740",
2014-08-11,103.48,104.68,98.08,"2,740",
2014-08-12,103.25,103.02,97.37,"2,740",
2014-08-13,101.98,104.28,97.59,"2,740",
2014-08-14,103.02,102.01,95.58,"2,740",
2014-08-18,102.12,101.6,96.41,"2,740",
2014-08-19,100.64,101.56,94.48,"2,740",
2014-08-20,100.45,102.28,96.07,"2,740",
2014-08-21,100.3,102.63,93.96,"2,740",
2014-08-22,100.52,102.29,93.65,"2,740",
2014-08-25,100.24,102.65,93.35,"2,740",
2014-08-26,100.49,102.5,93.86,"2,740",
2014-08-27,100.51,102.72,93.88,"2,740",
2014-08-28,100.68,102.46,94.55,"2,640",
2014-08-29,100.52,103.19,95.96,"2,640",
2014-09-01,100.94,102.79,,"2,640",
2014-09-02,100.39,100.34,92.88,"2,640",
2014-09-03,97.74,102.77,95.54,"2,640",
2014-09-04,100.05,101.83,94.45,"2,640",
2014-09-05,99.03,100.82,93.29,"2,640",
2014-09-11,95.81,98.08,92.83,"2,640",
2014-09-12,95.89,97.11,92.27,"2,640",
2014-09-15,95.19,96.65,92.92,"2,640",
2014-09-17,96.46,98.97,94.42,"2,640",
2014-09-18,96.37,97.7,93.07,"2,640",
2014-09-19,95.42,98.39,92.41,"2,640",
2014-09-22,95.92,96.97,91.52,"2,640",
2014-09-23,94.92,96.85,91.56,"2,540",
2014-09-24,94.84,96.95,92.8,"2,540",
2014-09-25,94.92,97,92.53,"2,540",
2014-09-26,94.91,97,93.54,"2,540",
2014-09-29,94.9,97.2,94.57,"2,540",
2014-09-30,95.01,94.67,91.16,"2,540",
2014-10-01,93.52,94.16,90.73,"2,540",
2014-10-02,91.86,,,"2,540",
2014-10-06,90.14,92.79,90.34,"2,540",
2014-10-07,90.88,92.11,88.85,"2,540",
2014-10-08,89.93,91.38,87.31,"2,540",
2014-10-10,88.04,90.21,85.82,"2,540",
2014-10-13,88.25,88.89,85.74,"2,540",
2014-10-14,87.34,85.04,81.84,"2,540",
2014-10-15,84.23,83.78,81.78,"2,540",
2014-10-16,83.07,84.47,82.7,"2,540",
2014-10-17,83.85,86.16,82.75,"2,540",
2014-10-20,84.89,85.4,81.71,"2,540",
2014-10-21,84.33,86.22,82.81,"2,540",
2014-10-22,,84.71,80.52,"2,540",
2014-10-23,83.25,86.83,82.09,"2,540",
2014-10-24,84.63,86.13,81.01,"2,540",
2014-10-27,84.19,85.83,81,"2,540",
2014-10-28,83.98,86.03,81.42,"2,540",
2014-10-29,84.14,87.12,82.2,"2,540",
2014-10-30,84.82,86.24,81.12,"2,540",
2014-10-31,84.27,85.86,80.54,"2,540",
2014-11-03,84.04,84.78,78.78,"2,540",
2014-11-04,81.65,82.82,77.19,"2,540",
2014-11-05,79.77,82.95,78.68,"2,540",
2014-11-06,79.8,82.86,77.91,"2,540",
2014-11-07,79.67,83.39,78.65,"2,540",
2014-11-10,80.08,82.34,77.4,"2,540",
2014-11-11,79.16,81.67,77.94,"2,540",
2014-11-12,78.55,80.38,77.18,"2,540",
2014-11-13,77.56,77.92,75.82,"2,540",
2014-11-14,74.01,,75.82,"2,540",
2014-11-17,75.14,79.31,75.64,"2,540",
2014-11-18,75.08,78.47,74.61,"2,540",
2014-11-19,74.46,78.1,74.58,"2,540",
2014-11-20,74.18,79.33,75.58,"2,540",
2014-11-21,75.9,80.36,76.51,"2,540",
2014-11-24,77.54,79.68,75.78,"2,540",
2014-11-25,77.11,78.33,74.09,"2,540",
2014-11-26,75.71,77.75,73.69,"2,640",
2014-11-27,73.33,72.58,,"2,640",
2014-11-28,69.09,70.15,66.15,"2,640",
2014-12-02,69.02,70.54,66.88,"2,640",
2014-12-03,67.07,69.92,67.38,"2,640",
2014-12-04,66.95,69.64,66.81,"2,640",
2014-12-05,66.24,69.07,65.84,"2,640",
2014-12-08,65.62,66.19,63.05,"2,640",
2014-12-09,63.2,66.84,63.82,"2,640",
2014-12-10,63.76,64.24,60.94,"2,640",
2014-12-11,61.57,63.68,59.95,"2,640",
2014-12-12,60.51,61.85,57.81,"2,640",
2014-12-15,59.56,61.06,55.91,"2,640",
2014-12-16,56.5,59.86,55.93,"2,640",
2014-12-17,55.56,61.18,56.47,"2,640",
2014-12-18,56.42,59.27,54.11,"2,640",
2014-12-19,55.7,61.38,56.52,"2,640",
2014-12-22,58.09,60.11,55.26,"2,640",
2014-12-23,56.2,61.69,57.12,"2,740",
2014-12-24,57.22,60.24,55.84,"2,740",
2014-12-26,56.32,59.45,54.73,"2,740",
2014-12-29,55.87,57.88,53.61,"2,740",
2014-12-30,53.62,57.9,54.12,"2,740",
2014-12-31,53.6,57.33,53.27,"2,740",
2015-01-02,53.27,56.42,52.69,"2,740",
2015-01-05,50.98,53.11,50.04,"2,740",
2015-01-06,48.08,51.1,47.93,"2,740",
2015-01-07,46.6,51.15,48.65,"2,740",
2015-01-08,47.5,50.96,48.79,"2,740",
2015-01-09,47.41,50.11,48.36,"2,740",
2015-01-12,45.67,47.43,46.07,"2,740",
2015-01-13,43.3,46.59,45.89,"2,740",
2015-01-14,42.55,48.69,48.48,"2,740",
2015-01-15,44.48,47.67,46.25,"2,740",
2015-01-16,43.92,50.17,48.69,"2,740",
2015-01-19,46.04,48.84,,"2,740",
2015-01-20,44.82,47.99,46.39,"2,740",
2015-01-21,44.75,49.03,47.78,"2,740",
2015-01-22,44.65,48.52,46.31,"2,740",
2015-01-23,44.42,48.79,45.59,"2,740",
2015-01-26,44.15,48.16,45.15,"2,740",
2015-01-27,43.63,49.6,46.23,"2,740",
2015-01-28,44.83,48.47,44.45,"2,740",
2015-01-29,44.63,49.13,44.53,"2,740",
2015-01-30,45.59,52.99,48.24,"2,780",
2015-02-02,48.81,54.75,49.57,"2,780",
2015-02-03,52.62,57.91,53.05,"2,780",
2015-02-04,54.72,54.16,48.45,"2,780",
2015-02-05,51.41,56.57,50.48,"2,780",
2015-02-06,54.23,57.8,51.69,"2,780",
2015-02-09,55.37,58.34,52.86,"2,780",
2015-02-10,55.83,56.43,50.02,"2,780",
2015-02-11,54.91,54.66,48.84,"2,780",
2015-02-12,54.75,57.05,51.21,"2,780",
2015-02-13,57.7,61.52,52.78,"2,780",
2015-02-16,58.83,61.4,,"2,780",
2015-02-17,58.89,62.53,53.53,"2,780",
2015-02-23,57.29,58.9,49.45,"2,780",
2015-02-24,56.06,58.66,49.28,"2,680",
2015-02-25,55.84,61.63,50.99,"2,680",
2015-02-26,58.42,60.05,48.17,"2,680",
2015-02-27,57.39,62.58,49.76,"2,680",
2015-03-02,59.58,59.54,49.59,"2,680",
2015-03-03,57.15,61.02,50.52,"2,680",
2015-03-04,57.8,60.55,51.53,"2,680",
2015-03-05,57.35,60.48,50.76,"2,680",
2015-03-06,57.26,59.73,49.61,"2,680",
2015-03-09,56.58,58.53,50,"2,680",
2015-03-10,55.48,56.39,48.29,"2,680",
2015-03-11,53.5,57.54,48.17,"2,680",
2015-03-12,55.4,57.08,47.05,"2,680",
2015-03-13,54.96,54.67,44.84,"2,680",
2015-03-16,52.75,53.44,43.88,"2,680",
2015-03-17,51.64,53.51,43.46,"2,680",
2015-03-18,51.24,55.91,44.66,"2,680",
2015-03-19,53.4,54.43,43.96,"2,680",
2015-03-20,52.06,55.32,45.72,"2,680",
2015-03-23,52.87,55.92,47.45,"2,680",
2015-03-24,53.4,55.11,47.51,"2,680",
2015-03-25,52.69,56.48,49.21,"2,680",
2015-03-26,53.99,59.19,51.43,"2,680",
2015-03-27,56.37,56.41,48.87,"2,680",
2015-03-30,53.95,56.29,48.68,"2,680",
2015-03-31,53.84,55.11,47.6,"2,680",
2015-04-01,52.83,57.1,50.09,"2,680",
2015-04-02,54.63,54.95,49.14,"2,680",
,,,,"2,680",
2015-04-06,53.95,58.12,52.14,"2,680",
2015-04-07,55.01,59.1,53.98,"2,680",
2015-04-08,55.92,55.55,50.42,"2,680",
2015-04-09,53.31,56.57,50.79,"2,680",
2015-04-10,54.28,57.87,51.64,"2,680",
2015-04-13,56.58,57.93,51.91,"2,680",
2015-04-14,56.32,58.43,53.29,"2,680",
2015-04-15,56.82,60.32,56.39,"2,680",
2015-04-16,58.66,63.98,56.71,"2,680",
2015-04-17,59.21,63.45,55.74,"2,680",
2015-04-20,59.34,63.45,56.38,"2,680",
2015-04-21,59.25,62.08,55.26,"2,680",
2015-04-22,58.03,62.73,56.16,"2,680",
2015-04-23,58.6,64.85,57.74,"2,680",
2015-04-24,61.43,65.28,57.15,"2,680",
2015-04-27,62,64.83,56.99,"2,680",
2015-04-28,61.62,64.64,57.06,"2,680",
2015-04-29,61.65,65.84,58.58,"2,680",
2015-04-30,62.69,66.78,59.63,"2,680",
2015-05-04,63.03,66.45,58.93,"2,680",
2015-05-06,64.79,67.77,60.93,"2,680",
2015-05-07,65.06,65.54,58.94,"2,680",
2015-05-08,62.96,65.39,59.39,"2,680",
2015-05-11,62.84,64.91,59.25,"2,680",
2015-05-12,62.4,66.86,60.75,"2,680",
2015-05-13,64.21,66.81,60.5,"2,680",
2015-05-14,63.61,66.59,59.88,"2,680",
2015-05-15,63.49,66.81,59.69,"2,680",
2015-05-18,63.58,66.27,59.43,"2,680",
2015-05-19,62.79,64.02,57.26,"2,680",
2015-05-20,61.75,65.03,58.98,"2,680",
2015-05-21,62.68,66.54,60.72,"2,680",
2015-05-22,64.03,65.37,59.72,"2,680",
2015-05-26,63.07,63.72,58.03,"2,680",
2015-05-27,62.11,62.06,57.51,"2,680",
2015-05-28,60.64,62.58,57.68,"2,720",
2015-05-29,61.11,65.56,60.3,"2,720",
2015-06-01,,64.88,60.2,"2,720",
2015-06-02,62.49,65.49,61.26,"2,720",
2015-06-03,62.3,63.8,59.64,"2,720",
2015-06-04,60.71,62.03,58,"2,720",
2015-06-05,59.03,63.31,59.13,"2,720",
2015-06-08,60.23,62.69,58.14,"2,720",
2015-06-09,59.64,64.88,60.14,"2,720",
2015-06-10,62.66,65.7,61.43,"2,720",
2015-06-11,63.44,65.11,60.77,"2,720",
2015-06-12,62.42,63.87,59.96,"2,720",
2015-06-15,61.29,62.61,59.52,"2,720",
2015-06-16,60.46,63.7,59.97,"2,720",
2015-06-17,60.81,63.87,59.92,"2,720",
2015-06-18,60.98,64.26,60.45,"2,720",
2015-06-19,60.93,63.02,59.61,"2,720",
2015-06-22,59.82,63.34,59.68,"2,720",
2015-06-23,60.11,64.45,61.01,"2,720",
2015-06-24,61.09,63.49,60.27,"2,720",
2015-06-25,60.26,63.2,59.7,"2,720",
2015-06-26,60.01,63.26,59.63,"2,720",
2015-06-29,59.36,62.01,58.33,"2,720",
2015-06-30,59.56,63.59,59.47,"2,720",
2015-07-01,60.93,62.01,56.96,"2,720",
2015-07-02,59.51,62.07,56.93,"2,720",
2015-07-03,59.45,60.32,,"2,720",
2015-07-06,57.93,56.54,52.53,"2,720",
2015-07-07,55.16,56.85,52.33,"2,720",
2015-07-08,54.98,57.05,51.65,"2,720",
2015-07-09,56.69,58.61,52.78,"2,720",
2015-07-10,58.19,58.73,52.74,"2,720",
2015-07-13,57.75,57.85,52.2,"2,720",
2015-07-14,56.25,58.51,53.04,"2,720",
2015-07-15,56.93,57.05,51.41,"2,720",
2015-07-16,55.75,57.51,50.91,"2,720",
2015-07-17,,57.1,50.89,"2,720",
2015-07-20,55.4,56.65,50.15,"2,720",
2015-07-21,54.68,57.04,50.36,"2,720",
2015-07-22,55.03,56.13,49.19,"2,720",
2015-07-23,54.22,55.27,48.45,"2,720",
2015-07-24,53.45,54.62,48.14,"2,720",
2015-07-27,52.87,53.47,47.39,"2,720",
2015-07-28,51.85,53.3,47.98,"2,720",
2015-07-29,51.86,53.38,48.79,"2,720",
2015-07-30,52.53,53.31,48.52,"2,720",
2015-07-31,52.07,52.21,47.12,"2,720",
2015-08-03,51.11,49.52,45.17,"2,720",
2015-08-04,50.13,49.99,45.74,"2,720",
2015-08-05,50.09,49.59,45.15,"2,720",
2015-08-06,49.71,49.52,44.66,"2,720",
2015-08-07,,48.61,43.87,"2,720",
2015-08-10,,50.41,44.96,"2,720",
2015-08-11,50.59,49.18,43.08,"2,720",
2015-08-12,49.37,49.66,43.3,"2,720",
2015-08-13,49.87,49.22,42.23,"2,720",
2015-08-17,48.53,48.74,41.87,"2,720",
2015-08-18,48.22,48.81,42.62,"2,720",
2015-08-19,48.27,47.16,40.8,"2,720",
2015-08-20,46.73,46.62,41.14,"2,720",
2015-08-21,46.23,45.46,40.45,"2,720",
2015-08-24,44.4,42.69,38.24,"2,720",
2015-08-25,42.66,43.21,39.31,"2,720",
2015-08-26,42.94,43.14,38.6,"2,720",
2015-08-27,43.57,47.56,42.56,"2,720",
2015-08-28,46.84,50.05,45.22,"2,720",
2015-08-31,48.72,54.15,49.2,"2,720",
2015-09-01,49.98,49.56,45.41,"2,720",
2015-09-02,46.16,50.5,46.25,"2,720",
2015-09-03,47.01,50.68,46.75,"2,720",
2015-09-04,47.19,49.61,46.05,"2,720",
2015-09-07,46.6,47.63,,"2,720",
2015-09-08,45.93,49.52,45.94,"2,720",
2015-09-09,47.55,47.58,44.15,"2,720",
2015-09-10,45.75,48.89,45.92,"2,650",
2015-09-11,,48.14,44.63,"2,650",
2015-09-14,45.47,46.37,44,"2,650",
2015-09-15,43.87,46.63,44.59,"2,650",
2015-09-16,44.08,49.75,47.15,"2,650",
2015-09-17,46.78,49.08,46.9,"2,660",
2015-09-18,45.99,47.47,44.68,"2,660",
2015-09-21,44.58,48.92,46.68,"2,660",
2015-09-22,45,49.08,45.83,"2,660",
2015-09-23,45.13,47.75,44.48,"2,660",
2015-09-24,,48.17,44.91,"2,660",
2015-09-25,44.98,48.6,45.7,"2,660",
2015-09-30,44.31,48.37,45.09,"2,660",
2015-10-01,45.92,47.69,44.74,"2,660",
2015-10-02,45.38,48.13,45.54,"2,660",
2015-10-05,45.91,49.25,46.26,"2,660",
2015-10-06,46.48,51.92,48.53,"2,660",
2015-10-07,48.97,51.33,47.81,"2,660",
2015-10-08,48.41,53.05,49.43,"2,640",
2015-10-12,49.61,49.86,47.1,"2,640",
2015-10-13,47.08,49.24,46.66,"2,640",
2015-10-14,46.52,49.15,46.64,"2,640",
2015-10-15,46.44,48.71,46.38,"2,640",
2015-10-16,46.58,50.46,47.26,"2,640",
2015-10-19,46.22,48.61,45.89,"2,640",
2015-10-20,44.61,48.71,45.55,"2,640",
2015-10-21,44.43,47.85,45.2,"2,640",
2015-10-22,43.71,48.08,45.38,"2,640",
2015-10-23,43.9,47.99,44.6,"2,640",
2015-10-26,43.48,47.54,43.98,"2,640",
2015-10-27,43.01,46.81,43.2,"2,640",
2015-10-28,43.11,49.05,45.94,"2,640",
2015-10-29,44.45,48.8,46.06,"2,640",
2015-10-30,43.94,49.56,46.59,"2,640",
2015-11-02,44.55,48.79,46.14,"2,640",
2015-11-03,43.89,50.54,47.9,"2,640",
2015-11-04,45.45,48.58,46.32,"2,640",
2015-11-05,43.7,47.98,45.2,"2,640",
2015-11-06,43.16,47.42,44.29,"2,640",
2015-11-09,42.88,47.19,43.87,"2,640",
2015-11-10,,47.44,44.21,"2,640",
2015-11-11,42.59,45.81,42.93,"2,640",
2015-11-12,41.68,44.06,41.75,"2,640",
2015-11-13,40.77,43.61,40.74,"2,640",
2015-11-16,40.35,44.56,41.74,"2,640",
2015-11-17,40.39,43.57,40.67,"2,640",
2015-11-18,39.64,44.14,40.75,"2,640",
2015-11-19,40.13,44.18,40.54,"2,640",
2015-11-20,40.07,44.66,40.39,"2,640",
2015-11-23,39.57,44.83,41.75,"2,640",
2015-11-24,40.7,46.12,42.87,"2,640",
2015-11-25,41.4,46.17,43.04,"2,640",
2015-11-26,40.94,45.46,,"2,640",
2015-11-27,40.37,44.86,41.71,"2,640",
2015-11-30,39.87,44.61,41.65,"2,640",
2015-12-01,39.8,44.44,41.85,"2,640",
2015-12-02,39.75,42.49,39.94,"2,640",
2015-12-03,38.29,43.84,41.08,"2,640",
2015-12-07,38.35,40.73,37.65,"2,640",
2015-12-08,36.91,40.26,37.51,"2,640",
2015-12-09,36.49,40.11,37.16,"2,640",
2015-12-10,36.51,39.73,36.76,"2,640",
2015-12-11,36.2,37.93,35.62,"2,640",
2015-12-14,34.64,37.92,36.31,"2,640",
2015-12-15,33.82,38.45,37.35,"2,640",
2015-12-16,34.24,37.19,35.52,"2,640",
2015-12-17,32.86,37.06,34.95,"2,640",
2015-12-18,32.98,36.88,34.73,"2,640",
2015-12-21,31.98,36.35,34.74,"2,640",
