? ì§œ,WTI,Brent,Dubai,¸Þ¹Ð Æò±Õ°ª,
2009-03-04,41.93,46.12,45.38,"2,080",
2009-03-05,43.98,43.64,43.61,"2,080",
2009-03-06,43.04,44.85,45.52,"2,080",
2009-03-09,43.71,44.13,47.07,"2,080",
2009-03-10,43.12,43.96,45.71,"2,080",
2009-03-11,43.1,41.4,42.33,"2,080",
2009-03-12,41.46,45.09,47.03,"2,080",
2009-03-13,44.03,44.93,46.25,"2,080",
2009-03-16,42.07,43.98,47.35,"2,080",
2009-03-17,43.77,48.24,49.16,"2,080",
2009-03-18,46.04,47.66,48.14,"2,080",
2009-03-19,46.62,50.67,51.61,"2,080",
2009-03-20,48.62,51.22,51.06,"2,080",
2009-03-23,49.61,53.47,53.8,"2,080",
2009-03-24,50.22,53.5,53.98,"2,080",
2009-03-25,50.16,51.75,52.77,"2,080",
2009-03-26,50.42,53.46,54.34,"2,080",
2009-03-27,50.87,51.98,52.38,"2,080",
2009-03-30,48.31,47.99,48.41,"2,080",
2009-03-31,46.8,49.23,49.66,"2,080",
2009-04-01,47.01,48.44,48.39,"2,080",
2009-04-02,48.24,52.75,52.64,"2,080",
2009-04-03,50.75,53.47,52.51,"2,080",
2009-04-06,52.58,52.24,51.05,"2,080",
2009-04-07,51.2,51.22,49.15,"2,080",
2009-04-08,49.17,51.59,49.38,"2,080",
2009-04-09,51.99,54.06,52.24,"2,080",
,,,,"2,080",
2009-04-13,52.15,52.14,50.05,"2,080",
2009-04-14,51.02,51.96,49.41,"2,080",
2009-04-15,51.46,51.79,49.25,"2,080",
2009-04-16,51.61,53.06,49.98,"2,080",
2009-04-17,51.16,53.35,50.33,"2,080",
2009-04-20,50.98,49.86,45.88,"2,080",
2009-04-21,48.58,49.82,46.51,"2,080",
2009-04-22,48.61,49.81,48.85,"2,080",
2009-04-23,48.25,50.11,49.62,"2,080",
2009-04-24,48.94,51.67,51.55,"2,040",
2009-04-27,48.72,50.32,50.14,"2,040",
2009-04-28,48.02,49.99,49.92,"2,040",
2009-04-29,49.2,50.78,50.97,"2,020",
2009-04-30,50.06,50.8,51.12,"2,020",
2009-05-04,52.62,54.58,54.47,"2,020",
2009-05-06,53.97,56.15,56.34,"2,020",
2009-05-07,56.86,56.47,56.71,"2,020",
2009-05-08,56.76,58.14,58.63,"2,020",
2009-05-11,56.75,57.48,58.5,"2,020",
2009-05-12,57.37,57.94,58.85,"2,020",
2009-05-13,58.09,57.34,58.02,"2,020",
2009-05-14,56.52,56.69,58.62,"2,020",
2009-05-15,57.87,55.98,56.34,"2,020",
2009-05-18,58.09,58.47,59.03,"2,020",
2009-05-19,58.7,58.92,59.65,"2,020",
2009-05-20,58.59,60.59,62.04,"2,000",
2009-05-21,59.23,59.93,61.05,"2,000",
2009-05-22,59.51,60.78,61.67,"2,000",
2009-05-25,59.15,60.21,,"2,000",
2009-05-26,58.28,61.24,62.45,"2,000",
2009-05-27,61.05,62.5,63.45,"2,000",
2009-05-28,61.23,64.39,65.08,"2,000",
2009-05-29,63.86,65.52,66.31,"2,000",
2009-06-01,66.28,67.97,68.58,"2,000",
2009-06-02,66.46,68.17,68.55,"2,000",
2009-06-03,67.72,65.88,66.12,"2,000",
2009-06-04,66.83,68.71,68.81,"2,000",
2009-06-05,69.08,68.34,68.44,"2,000",
2009-06-08,67.32,67.88,68.09,"2,000",
2009-06-09,69.24,69.62,70.01,"2,000",
2009-06-10,70.95,70.8,71.33,"2,000",
2009-06-11,71.19,71.79,72.68,"2,000",
2009-06-12,71.48,70.92,72.04,"2,000",
2009-06-15,70.73,69.44,70.62,"2,000",
2009-06-16,70.1,70.24,70.47,"2,000",
2009-06-17,70.18,70.85,71.03,"2,000",
2009-06-18,71.01,71.06,71.37,"2,000",
2009-06-19,71.36,69.19,69.55,"2,000",
2009-06-22,69.33,66.98,66.93,"2,000",
2009-06-23,66.58,68.8,69.24,"2,000",
2009-06-24,68.86,68.33,68.67,"2,000",
2009-06-25,69.07,69.78,70.23,"2,000",
2009-06-26,70.8,68.92,69.16,"2,000",
2009-06-29,69.39,70.99,71.49,"2,000",
2009-06-30,71.85,69.3,69.89,"2,000",
2009-07-01,69.91,68.79,69.31,"2,000",
2009-07-02,67.98,66.65,66.73,"2,000",
2009-07-03,66.72,65.61,,"2,000",
2009-07-06,64.26,64.05,64.05,"2,000",
2009-07-07,64,63.23,62.93,"2,000",
2009-07-08,62.48,60.43,60.14,"2,000",
2009-07-09,61.74,61.1,60.41,"2,000",
2009-07-10,60.78,60.52,59.89,"2,000",
2009-07-13,60.5,60.69,59.69,"2,000",
2009-07-14,62.08,60.86,59.52,"2,000",
2009-07-15,62.03,63.09,61.54,"2,000",
2009-07-16,63.16,62.75,62.02,"2,000",
2009-07-17,63.19,65.38,63.56,"2,000",
2009-07-20,65.31,66.44,63.98,"2,000",
2009-07-21,64.9,66.87,64.72,"2,000",
2009-07-22,64.65,67.21,65.4,"2,000",
2009-07-23,65.75,69.25,67.16,"2,000",
2009-07-24,67.89,70.32,68.05,"2,000",
2009-07-27,68.98,70.81,68.38,"2,000",
2009-07-28,68.79,69.88,67.23,"2,000",
2009-07-29,66.63,66.53,63.35,"2,000",
2009-07-30,64.71,70.11,66.94,"2,000",
2009-07-31,67.78,71.7,69.45,"2,000",
2009-08-03,71.36,73.55,71.58,"2,000",
2009-08-04,71.21,74.28,71.42,"2,000",
2009-08-05,72.38,75.51,71.97,"2,000",
2009-08-06,73.17,74.83,71.94,"2,000",
2009-08-07,71.72,73.59,70.93,"2,000",
2009-08-10,,73.5,70.6,"2,000",
2009-08-11,71.82,72.46,69.45,"2,000",
2009-08-12,70.82,72.89,70.16,"2,000",
2009-08-13,72.24,73.48,70.52,"2,000",
2009-08-14,72.6,72.41,67.51,"2,000",
2009-08-17,68.49,70.54,66.75,"2,000",
2009-08-18,69.3,72.37,69.19,"2,040",
2009-08-19,70.08,74.59,72.42,"2,040",
2009-08-20,72.73,73.33,72.54,"2,040",
2009-08-21,71.77,74.19,73.89,"2,040",
2009-08-24,72.67,74.26,74.37,"2,040",
2009-08-25,72.09,71.82,72.05,"2,040",
2009-08-26,70.88,71.65,71.43,"2,060",
2009-08-27,70.11,72.51,72.49,"2,060",
2009-08-28,71.5,72.79,72.74,"2,060",
2009-08-31,70.36,69.65,69.96,"2,060",
2009-09-01,69.19,67.73,68.05,"2,060",
2009-09-02,67.09,67.66,68.05,"2,060",
2009-09-03,67.76,67.12,67.96,"2,060",
2009-09-04,66.98,66.82,68.02,"2,060",
2009-09-07,66.92,66.53,,"2,060",
2009-09-08,67.3,69.42,71.1,"2,060",
2009-09-09,69.13,69.83,71.31,"2,060",
2009-09-10,69.96,69.86,71.94,"2,060",
2009-09-11,69.21,67.69,69.29,"2,060",
2009-09-14,67.05,67.44,68.86,"2,060",
2009-09-15,67.2,67.35,70.93,"2,060",
2009-09-16,68.77,71.67,72.51,"2,060",
2009-09-17,70.62,71.55,72.47,"2,060",
2009-09-18,69.93,71.32,72.04,"2,060",
2009-09-21,,68.69,69.71,"2,060",
2009-09-22,68.66,70.53,71.55,"2,060",
2009-09-23,69.61,67.99,68.97,"2,060",
2009-09-24,66.58,64.82,65.89,"2,060",
2009-09-25,64.74,65.11,66.02,"2,060",
2009-09-28,64.02,65.54,66.84,"2,060",
2009-09-29,64.98,65.49,66.71,"2,060",
2009-09-30,65.33,69.07,70.61,"2,060",
2009-10-01,68.27,69.19,70.82,"2,060",
2009-10-05,67.68,68.04,70.41,"2,060",
2009-10-06,68.48,68.56,70.88,"2,060",
2009-10-07,68.72,67.2,69.57,"2,060",
2009-10-08,67.67,69.77,71.69,"2,060",
2009-10-09,69.07,70,71.77,"2,060",
2009-10-12,70.3,71.36,73.27,"2,060",
2009-10-13,71.58,72.4,74.15,"2,060",
2009-10-14,72.56,73.1,75.18,"2,060",
2009-10-15,73.4,74.45,77.58,"2,060",
2009-10-16,75.3,76.99,78.53,"2,060",
2009-10-19,76.03,77.77,79.61,"2,060",
2009-10-20,76.38,77.24,79.09,"2,060",
2009-10-21,75.8,79.69,81.37,"2,060",
2009-10-22,77.8,79.51,81.19,"2,060",
2009-10-23,78.52,78.92,80.5,"2,060",
2009-10-26,77.85,77.26,78.68,"2,060",
2009-10-27,76.76,77.92,79.55,"2,060",
2009-10-28,76.88,75.86,77.46,"2,060",
2009-10-29,75.52,78.04,79.87,"2,060",
2009-10-30,77.09,75.2,77,"2,060",
2009-11-02,75.51,76.55,78.13,"2,060",
2009-11-03,76.17,78.11,79.6,"2,060",
2009-11-04,78.21,78.89,80.4,"2,060",
2009-11-05,78.45,77.99,79.62,"2,060",
2009-11-06,78.74,75.87,77.43,"2,060",
2009-11-09,77.27,77.77,79.43,"2,060",
2009-11-10,77.37,77.5,79.05,"2,060",
2009-11-11,78.1,77.95,79.28,"2,060",
2009-11-12,78.4,76.02,76.94,"2,060",
2009-11-13,77.19,75.55,76.35,"2,060",
2009-11-16,77.34,78.76,78.9,"2,060",
2009-11-17,78.29,78.97,79.14,"2,060",
2009-11-18,79.02,79.47,79.58,"2,060",
2009-11-19,78.7,77.64,77.46,"2,040",
2009-11-20,77.59,77.2,76.72,"2,040",
2009-11-23,78.02,77.46,77.56,"2,040",
2009-11-24,77.16,76.46,76.02,"2,040",
2009-11-25,76.96,78.44,77.96,"2,040",
2009-11-26,77.59,76.99,,"2,060",
2009-11-27,,77.18,76.05,"2,060",
2009-11-30,77.71,78.47,77.28,"2,060",
2009-12-02,79.7,77.88,76.6,"2,060",
2009-12-03,79.39,78.36,76.46,"2,060",
2009-12-04,78.38,77.52,75.47,"2,060",
2009-12-07,78.18,76.43,73.93,"2,060",
2009-12-08,77.4,75.19,72.62,"2,060",
2009-12-09,76.58,72.39,70.67,"2,060",
2009-12-10,73.74,71.86,70.54,"2,060",
2009-12-11,73.15,71.88,69.87,"2,060",
2009-12-14,72.31,71.89,69.51,"2,060",
2009-12-15,72.17,72.05,70.69,"2,060",
2009-12-16,73.19,73.55,72.66,"2,060",
2009-12-17,73.26,73.37,72.65,"2,060",
2009-12-18,72.98,73.75,73.36,"2,060",
2009-12-21,73.06,72.99,72.47,"2,140",
2009-12-22,72.33,73.46,74.4,"2,140",
2009-12-23,72.91,75.45,76.67,"2,140",
2009-12-24,75.26,76.31,78.05,"2,140",
2009-12-28,75.53,77.32,78.77,"2,140",
2009-12-29,76.95,77.64,78.87,"2,140",
2009-12-30,77.44,78.03,79.28,"2,140",
2009-12-31,78.04,77.93,79.36,"2,140",
2010-01-04,78.27,80.12,81.51,"2,140",
2010-01-05,79.83,80.59,81.77,"2,140",
2010-01-06,79.92,81.89,83.18,"2,140",
2010-01-07,80.76,81.51,82.66,"2,140",
2010-01-08,80.34,81.37,82.75,"2,140",
2010-01-11,81.35,80.97,82.52,"2,140",
2010-01-12,80.04,79.3,80.79,"2,140",
2010-01-13,77.94,78.31,79.65,"2,140",
2010-01-14,78.45,77.82,79.39,"2,140",
2010-01-15,77.55,77.11,78,"2,140",
2010-01-18,76.45,77.1,,"2,140",
2010-01-19,76.17,77.63,79.02,"2,140",
2010-01-20,76.5,76.32,77.62,"2,140",
2010-01-21,75.96,74.58,76.08,"2,140",
2010-01-22,74.45,72.83,74.54,"2,140",
2010-01-25,72.32,73.69,75.26,"2,140",
2010-01-26,72.34,73.29,74.71,"2,140",
2010-01-27,72.38,72.24,73.67,"2,140",
2010-01-28,72.3,72.13,73.64,"2,140",
2010-01-29,71.59,71.46,72.89,"2,140",
2010-02-01,71.28,73.11,74.43,"2,140",
2010-02-02,72.91,76.06,77.23,"2,140",
2010-02-03,76,75.92,76.98,"2,140",
2010-02-04,74.78,72.13,73.14,"2,140",
2010-02-05,70.62,69.59,71.19,"2,140",
2010-02-08,69.46,70.11,71.89,"2,140",
2010-02-09,70.06,72.13,73.75,"2,140",
2010-02-10,71.39,72.54,74.52,"2,160",
2010-02-11,72.31,73.05,75.28,"2,160",
2010-02-12,72.81,72.9,74.13,"2,160",
2010-02-16,,75.68,77.01,"2,160",
2010-02-17,75.07,76.27,77.33,"2,160",
2010-02-18,74.03,77.78,79.06,"2,160",
2010-02-19,74.99,78.19,79.81,"2,160",
2010-02-22,76.65,78.61,80.16,"2,160",
2010-02-23,76.66,77.25,78.86,"2,160",
2010-02-24,75.41,78.09,80,"2,160",
2010-02-25,76,76.29,78.17,"2,160",
2010-02-26,74.29,77.59,79.66,"2,160",
2010-03-02,75.16,78.18,79.68,"2,160",
2010-03-03,76.09,79.25,80.87,"2,160",
2010-03-04,76.6,78.54,80.21,"2,160",
2010-03-05,77.05,79.89,81.5,"2,160",
2010-03-08,78.18,80.47,81.87,"2,160",
2010-03-09,77.65,79.91,81.49,"2,160",
2010-03-10,77.52,80.48,82.09,"2,160",
2010-03-11,77.87,80.28,82.11,"2,160",
2010-03-12,78.31,79.39,81.24,"2,160",
2010-03-15,77.35,77.89,79.8,"2,160",
2010-03-16,75.81,79.02,81.7,"2,160",
2010-03-17,77.95,81.96,82.93,"2,160",
2010-03-18,77.67,81.48,82.2,"2,160",
2010-03-19,78.09,79.88,80.68,"2,160",
2010-03-22,76.65,80.54,81.25,"2,160",
2010-03-23,77.47,80.7,81.91,"2,160",
2010-03-24,77.45,79.62,80.61,"2,160",
2010-03-25,77.27,79.61,80.53,"2,160",
2010-03-26,77.67,79.29,80,"2,160",
2010-03-29,77.35,81.17,82.17,"2,160",
2010-03-30,78.56,81.28,82.37,"2,160",
2010-03-31,78.71,82.7,83.76,"2,160",
2010-04-01,80.14,84.01,84.87,"2,160",
,,,,"2,160",
2010-04-05,82.3,85.88,86.62,"2,160",
2010-04-06,83.2,86.15,86.84,"2,160",
2010-04-07,83.63,85.59,85.88,"2,160",
2010-04-08,83.55,84.81,85.39,"2,160",
2010-04-09,83.7,84.83,84.92,"2,160",
2010-04-12,83.57,84.77,84.34,"2,160",
2010-04-13,82.98,84.72,84.05,"2,160",
2010-04-14,83.48,86.15,85.84,"2,160",
2010-04-15,84.41,87.17,85.51,"2,160",
2010-04-16,84.86,85.99,83.24,"2,160",
2010-04-19,82.47,84.23,81.45,"2,160",
2010-04-20,83.16,84.8,83.45,"2,160",
2010-04-21,83.46,85.7,83.68,"2,160",
2010-04-22,84.06,85.67,83.7,"2,160",
2010-04-23,83.74,87.25,85.12,"2,160",
2010-04-26,85.4,86.83,84.2,"2,160",
2010-04-27,84.67,85.78,82.44,"2,160",
2010-04-28,83.38,86.16,83.22,"2,160",
2010-04-29,84.6,86.9,85.17,"2,160",
2010-04-30,85.78,87.44,86.15,"2,160",
2010-05-03,86.13,88.94,86.19,"2,160",
2010-05-04,87.4,85.67,82.74,"2,160",
2010-05-06,81.38,79.83,77.11,"2,160",
2010-05-07,79.24,78.27,75.11,"2,160",
2010-05-10,80.76,80.12,76.8,"2,220",
2010-05-11,79.28,80.49,76.37,"2,220",
2010-05-12,80.97,81.2,75.65,"2,280",
2010-05-13,81.35,80.11,74.4,"2,280",
2010-05-14,79.23,77.18,71.61,"2,310",
2010-05-17,75.89,75.1,70.08,"2,310",
2010-05-18,75.22,74.43,69.41,"2,310",
2010-05-19,72.28,73.69,69.87,"2,330",
2010-05-20,72.22,71.84,68.01,"2,330",
2010-05-24,70.22,71.17,70.21,"2,330",
2010-05-25,68.28,69.55,68.75,"2,330",
2010-05-26,69.19,71.74,71.51,"2,330",
2010-05-27,70.85,74.66,74.55,"2,330",
2010-05-28,,74.02,73.97,"2,330",
2010-05-31,73.32,74.65,,"2,330",
2010-06-01,72.11,72.71,72.58,"2,330",
2010-06-03,74.45,75.41,74.61,"2,330",
2010-06-04,75.08,72.09,71.51,"2,330",
2010-06-07,70.86,72.12,71.44,"2,330",
2010-06-08,71.78,72.3,71.99,"2,330",
2010-06-09,71.55,74.27,74.38,"2,330",
2010-06-10,72.91,75.29,75.48,"2,330",
2010-06-11,74.03,74.35,73.78,"2,330",
2010-06-14,74.64,75.2,75.12,"2,330",
2010-06-15,73.84,76.2,76.94,"2,330",
2010-06-16,74.89,78.14,77.67,"2,330",
2010-06-17,76.2,78.68,76.79,"2,330",
2010-06-18,76.11,78.22,77.18,"2,330",
2010-06-21,77,78.82,77.82,"2,330",
2010-06-22,75.76,78.04,77.21,"2,330",
2010-06-23,75.76,76.27,76.35,"2,330",
2010-06-24,73.77,76.47,76.51,"2,330",
2010-06-25,73.9,78.12,78.86,"2,330",
2010-06-28,75.7,77.59,78.25,"2,330",
2010-06-29,73.7,75.44,75.94,"2,330",
2010-06-30,73.14,75.01,75.63,"2,330",
2010-07-01,71.85,72.34,72.95,"2,330",
2010-07-02,70.52,71.65,72.14,"2,330",
2010-07-05,69.88,71.47,,"2,330",
2010-07-06,70.06,71.45,71.98,"2,330",
2010-07-07,69.29,73.51,74.07,"2,330",
2010-07-08,72.08,74.71,75.44,"2,330",
2010-07-09,73.21,75.42,76.09,"2,330",
2010-07-12,72.68,74.37,74.95,"2,330",
2010-07-13,71.69,76.65,77.15,"2,330",
2010-07-14,74.15,76.77,77.04,"2,330",
2010-07-15,73.63,76.19,76.62,"2,330",
2010-07-16,73.41,75.37,76.01,"2,330",
2010-07-19,72.68,75.62,76.54,"2,330",
2010-07-20,73.16,76.22,77.44,"2,330",
2010-07-21,73.66,75.37,76.56,"2,330",
2010-07-22,72.43,77.82,79.3,"2,330",
2010-07-23,74.58,77.45,78.98,"2,330",
2010-07-26,73.68,77.5,78.98,"2,330",
2010-07-27,74.36,76.13,77.5,"2,330",
2010-07-28,73.18,76.06,76.99,"2,330",
2010-07-29,73.4,77.59,78.36,"2,330",
2010-07-30,73.75,78.18,78.95,"2,330",
2010-08-02,76.01,80.82,81.34,"2,330",
2010-08-03,77.22,82.68,82.55,"2,330",
2010-08-04,78.22,82.2,82.47,"2,330",
2010-08-05,78.59,81.61,82.01,"2,330",
2010-08-06,78.43,80.16,80.7,"2,330",
2010-08-09,,80.99,81.48,"2,330",
2010-08-10,77.13,79.6,80.25,"2,330",
2010-08-11,76.22,77.64,78.02,"2,330",
2010-08-12,74.28,75.52,75.74,"2,330",
2010-08-13,73.14,75.11,75.39,"2,330",
2010-08-16,72.5,74.85,75.24,"2,330",
2010-08-17,73.04,76.93,75.77,"2,330",
2010-08-18,73.58,76.47,75.42,"2,330",
2010-08-19,74.03,75.3,74.43,"2,330",
2010-08-20,72.68,74.26,73.46,"2,330",
2010-08-23,71.65,73.62,73.1,"2,330",
2010-08-24,70.62,72.38,71.63,"2,330",
2010-08-25,70.58,73.48,72.52,"2,330",
2010-08-26,71.43,75.02,73.36,"2,330",
2010-08-27,72.08,76.65,75.17,"2,330",
2010-08-30,73.43,76.6,74.7,"2,330",
2010-08-31,72.76,74.64,71.92,"2,330",
2010-09-01,72.89,76.35,73.91,"2,330",
2010-09-02,73.81,76.93,75.02,"2,330",
2010-09-03,74.25,76.67,74.6,"2,330",
2010-09-06,74.36,76.87,,"2,330",
2010-09-07,73.74,77.74,74.09,"2,330",
2010-09-08,74.58,78.17,74.67,"2,330",
2010-09-09,75.33,77.47,74.25,"2,330",
2010-09-10,,78.16,76.45,"2,330",
2010-09-13,75.42,79.03,77.19,"2,330",
2010-09-14,75.89,79.16,76.8,"2,330",
2010-09-15,75.91,78.91,76.02,"2,350",
2010-09-16,76.25,78.48,74.57,"2,350",
2010-09-17,76.26,78.21,73.66,"2,350",
2010-09-20,75.43,79.32,74.86,"2,350",
2010-09-24,75.07,78.87,76.49,"2,350",
2010-09-27,75.83,78.57,76.52,"2,350",
2010-09-28,74.67,78.71,76.18,"2,350",
2010-09-29,75.79,80.77,77.86,"2,350",
2010-09-30,77.24,82.31,79.97,"2,350",
2010-10-01,79.7,83.75,81.58,"2,350",
2010-10-04,80.09,83.28,81.47,"2,350",
2010-10-05,80.15,84.84,82.82,"2,350",
2010-10-06,81.58,85.06,83.23,"2,350",
2010-10-07,82,83.43,81.67,"2,350",
2010-10-08,79.58,84.03,82.66,"2,350",
2010-10-11,80.92,83.72,82.21,"2,350",
2010-10-12,79.79,83.5,81.67,"2,350",
2010-10-13,81.21,84.64,83.01,"2,350",
2010-10-14,81.58,84.53,82.69,"2,350",
2010-10-15,80.72,82.45,81.25,"2,350",
2010-10-18,78.65,84.37,83.08,"2,350",
2010-10-19,80.77,81.1,79.49,"2,350",
2010-10-20,78.95,83.6,81.77,"2,350",
2010-10-21,80.39,81.83,80.56,"2,350",
2010-10-22,79.06,82.96,81.69,"2,350",
2010-10-25,80.96,83.54,82.52,"2,350",
2010-10-26,79.96,83.66,82.55,"2,350",
2010-10-27,79.83,83.23,81.94,"2,350",
2010-10-28,80.23,83.59,82.18,"2,350",
2010-10-29,79.86,83.15,81.43,"2,350",
2010-11-01,80.53,84.62,82.95,"2,350",
2010-11-02,82.24,85.41,83.9,"2,350",
2010-11-03,82.9,86.38,84.69,"2,350",
2010-11-04,84.7,88,86.49,"2,350",
2010-11-05,,88.11,86.85,"2,350",
2010-11-08,85.04,88.46,87.06,"2,350",
2010-11-09,85.41,88.33,86.72,"2,350",
2010-11-10,85.71,88.96,87.81,"2,350",
2010-11-11,86.57,88.81,87.81,"2,350",
2010-11-12,84.6,86.34,84.88,"2,350",
2010-11-15,84.43,86.7,84.86,"2,350",
2010-11-16,83.88,84.73,82.34,"2,350",
2010-11-17,,83.28,80.44,"2,350",
2010-11-18,81.98,85.05,81.85,"2,350",
2010-11-19,82.94,84.34,81.51,"2,350",
2010-11-22,83.03,83.96,81.74,"2,350",
2010-11-23,81.34,83.25,81.25,"2,350",
2010-11-24,81.31,85.84,83.86,"2,350",
2010-11-25,83.3,86.1,,"2,350",
2010-11-26,83.23,85.58,83.76,"2,350",
2010-11-29,83.99,87.34,85.73,"2,350",
2010-11-30,84.53,85.92,84.11,"2,350",
2010-12-01,84.07,88.87,86.75,"2,350",
2010-12-02,86.16,90.69,88,"2,350",
2010-12-03,87,91.42,89.19,"2,350",
2010-12-06,88.52,91.45,89.38,"2,350",
2010-12-07,88.27,91.39,88.69,"2,350",
2010-12-08,87.37,90.77,88.28,"2,410",
2010-12-09,88.8,90.99,88.37,"2,410",
2010-12-10,88.66,90.48,87.79,"2,490",
2010-12-13,88.74,91.19,88.61,"2,640",
2010-12-14,88.89,91.21,88.28,"2,640",
2010-12-15,88.26,92.2,88.62,"2,640",
2010-12-16,89.6,91.71,87.7,"2,640",
2010-12-17,89.58,91.67,88.02,"2,720",
2010-12-20,89.34,92.74,88.81,"2,720",
2010-12-21,90.62,93.2,89.82,"2,780",
2010-12-22,90.63,93.65,90.48,"2,780",
2010-12-23,90.39,94.25,91.51,"2,780",
2010-12-24,91.58,93.77,,"2,780",
2010-12-27,,93.85,91,"2,780",
2010-12-28,90.62,94.38,91.49,"2,780",
2010-12-29,90.56,94.14,91.12,"2,780",
2010-12-30,90.35,93.09,89.84,"2,780",
2010-12-31,88.8,94.75,91.38,"2,780",
2011-01-03,,94.84,91.55,"2,780",
2011-01-04,91.59,93.53,89.38,"2,800",
2011-01-05,89.7,95.5,90.3,"2,800",
2011-01-06,92,94.52,88.38,"2,800",
2011-01-07,90.35,93.33,88.03,"2,800",
2011-01-10,90.32,95.7,89.25,"2,860",
2011-01-11,91.82,97.61,91.11,"2,860",
2011-01-12,94.23,98.12,91.86,"2,860",
2011-01-13,93.85,98.06,91.4,"2,860",
2011-01-14,93.23,98.68,91.54,"2,900",
2011-01-17,93.01,97.43,,"2,900",
2011-01-18,93.29,97.8,91.38,"2,900",
2011-01-19,93.46,98.16,90.86,"2,900",
2011-01-20,93.17,96.58,88.86,"2,900",
2011-01-21,92.53,97.6,89.11,"2,900",
2011-01-24,93.21,96.61,87.87,"2,900",
2011-01-25,92.01,95.25,86.19,"2,900",
2011-01-26,91.9,97.91,87.33,"2,900",
2011-01-27,93.33,97.39,85.64,"2,900",
2011-01-28,93.44,99.42,89.34,"2,900",
2011-01-31,94.57,101.01,92.19,"2,900",
2011-02-01,95.71,101.74,90.77,"2,900",
2011-02-07,96.06,99.25,87.48,"2,900",
2011-02-08,96.07,99.92,86.94,"2,900",
2011-02-09,96.83,101.82,86.71,"2,900",
2011-02-10,97.92,100.87,86.73,"2,900",
2011-02-11,97.94,101.43,85.58,"2,900",
2011-02-14,97.23,103.08,84.81,"2,900",
2011-02-15,99.29,101.64,84.32,"2,900",
2011-02-16,98.03,103.78,84.99,"2,900",
2011-02-17,99.56,102.59,86.36,"2,900",
2011-02-18,98.96,102.52,86.2,"2,900",
2011-02-21,100.36,105.74,,"2,900",
2011-02-22,103.72,105.78,93.57,"2,900",
2011-02-23,104.33,111.25,98.1,"2,900",
2011-02-24,110.77,111.36,97.28,"2,900",
2011-02-25,107,112.14,97.88,"2,900",
2011-02-28,107.41,111.8,96.97,"2,900",
2011-03-02,109.04,116.35,102.23,"2,900",
2011-03-03,109.82,114.79,101.91,"2,900",
2011-03-04,110.65,115.97,104.42,"2,900",
2011-03-07,111.18,115.04,105.44,"2,900",
2011-03-08,109.09,113.06,105.02,"2,900",
2011-03-09,108.45,115.94,104.38,"2,900",
2011-03-10,110.55,115.43,102.7,"2,900",
2011-03-11,108.3,113.84,101.16,"2,900",
2011-03-14,105.97,113.67,101.19,"2,900",
2011-03-15,105.82,108.52,97.18,"2,900",
2011-03-16,104.19,110.62,97.98,"2,900",
2011-03-17,106.1,114.9,101.42,"2,900",
2011-03-18,110.11,113.93,101.07,"2,900",
2011-03-21,108.75,114.96,102.33,"2,900",
2011-03-22,108.44,115.7,104,"2,900",
2011-03-23,109.65,115.55,105.75,"2,900",
2011-03-24,109.42,115.72,105.6,"2,900",
2011-03-25,109.41,115.59,105.4,"2,900",
2011-03-28,108.66,114.8,103.98,"2,900",
2011-03-29,107.92,115.16,104.79,"2,900",
2011-03-30,108.72,115.13,104.27,"2,900",
2011-03-31,109.4,117.36,106.72,"2,900",
2011-04-01,111.08,118.7,107.94,"2,900",
2011-04-04,112.7,121.06,108.47,"2,900",
2011-04-05,113.54,122.22,108.34,"2,900",
2011-04-06,115.05,122.3,108.83,"2,900",
2011-04-07,115.22,122.67,110.3,"2,900",
2011-04-08,116.86,126.65,112.79,"2,900",
2011-04-11,118.32,123.98,109.92,"2,900",
2011-04-12,116.22,120.92,106.25,"2,920",
2011-04-13,113.55,122.88,107.11,"2,920",
2011-04-14,115.71,122.36,108.11,"2,920",
2011-04-15,114.82,123.45,109.66,"2,920",
2011-04-18,115.88,121.61,107.12,"2,920",
2011-04-19,113.7,121.33,108.15,"2,920",
2011-04-20,115.6,123.85,111.45,"2,920",
2011-04-21,117.31,123.99,112.29,"2,920",
,,,,"2,920",
2011-04-25,117.57,123.66,112.28,"2,920",
2011-04-26,117.04,124.14,112.21,"2,920",
2011-04-27,117.4,125.13,112.76,"2,980",
2011-04-28,119.23,125.02,112.86,"2,980",
2011-04-29,118.35,125.89,113.93,"2,980",
2011-05-02,,125.12,113.52,"2,980",
2011-05-03,117.9,122.45,111.05,"2,980",
2011-05-04,114.44,121.19,109.24,"2,980",
2011-05-06,100.48,109.13,97.18,"2,980",
2011-05-09,105.7,115.9,102.55,"2,980",
2011-05-11,110.92,112.57,98.21,"2,940",
2011-05-12,105.11,112.98,98.97,"2,940",
2011-05-13,107.74,113.83,99.65,"2,940",
2011-05-16,106.09,112.73,97.37,"2,940",
2011-05-17,,109.99,96.91,"2,940",
2011-05-18,105.44,112.3,100.1,"2,940",
2011-05-19,106.44,111.42,98.44,"2,940",
2011-05-20,106.21,112.39,99.49,"2,940",
2011-05-23,104.01,110.1,97.7,"2,940",
2011-05-24,105.49,112.53,99.59,"2,940",
2011-05-25,105.48,114.93,101.32,"2,940",
2011-05-26,108.65,115.05,100.23,"2,940",
2011-05-27,109.16,115.03,100.59,"2,940",
2011-05-30,108.16,114.68,,"2,940",
